DateYYYYMM,DaysInMonth,TotalPosts,RemovedPosts,RemainingQuestions,RemainingSpecial,AnsweredRate,IgnoredRate,EmptyRate,AnsweredQuestions,Flairs,FlairsWhoAnswered,FlairAnsweredQuestions,AvgAnswersPerDay,AvgFlairsPerDay,AvgFlairsWhoAnsweredPerDay,AvgFlairAnswersPerDay
2018/11,30,1768,1148,618,2,21.52,59.38,19.09,133,71,47,71,4.43,2.36,1.56,2.36
2018/12,31,1355,926,429,0,20.51,61.07,18.41,88,46,28,39,2.83,1.48,0.9,1.25
2019/01,31,1376,941,430,5,22.32,57.67,20,96,66,37,49,3.09,2.12,1.19,1.58
2019/02,28,1386,924,460,2,20.43,56.3,23.26,94,56,29,45,3.35,2,1.03,1.6
2019/03,31,1729,1111,615,3,21.13,57.07,21.78,130,76,47,75,4.19,2.45,1.51,2.41
2019/04,30,1830,1146,679,5,19.29,63.91,16.78,131,75,46,65,4.36,2.5,1.53,2.16
2019/05,31,1884,1142,740,2,16.08,66.48,17.43,119,61,42,65,3.83,1.96,1.35,2.09
2019/06,30,1713,974,738,1,19.78,63.55,16.66,146,74,46,83,4.86,2.46,1.53,2.76
2019/07,31,1855,1057,794,4,18.76,63.6,17.63,149,65,38,77,4.8,2.09,1.22,2.48
2019/08,31,1911,1143,765,3,20.78,61.69,17.51,159,78,50,91,5.12,2.51,1.61,2.93
2019/09,30,1723,1012,709,2,24.25,60.36,15.51,172,77,56,102,5.73,2.56,1.86,3.4
2019/10,31,1653,981,672,0,22.47,64.28,13.24,151,72,46,91,4.87,2.32,1.48,2.93
2019/11,30,1701,1083,617,1,25.44,61.1,13.45,157,88,56,96,5.23,2.93,1.86,3.2
2019/12,31,1531,1000,529,2,25.7,56.71,17.58,136,65,41,76,4.38,2.09,1.32,2.45
2020/01,31,1761,1038,722,1,23.4,60.38,16.2,169,75,55,104,5.45,2.41,1.77,3.35
2020/02,29,1919,1224,692,3,23.98,58.67,17.34,166,84,58,100,5.72,2.89,2,3.44
2020/03,31,2170,1393,774,3,24.03,60.33,15.63,186,79,57,109,6,2.54,1.83,3.51
2020/04,30,3071,1932,1136,3,16.72,68.48,14.78,190,99,61,114,6.33,3.3,2.03,3.8
2020/05,31,3457,1983,1473,1,17.51,68.36,14.12,258,97,62,149,8.32,3.12,2,4.8
2020/06,30,2974,1674,1298,2,16.94,66.48,16.56,220,87,59,122,7.33,2.9,1.96,4.06
2020/07,31,2948,1675,1272,1,17.92,64.22,17.84,228,79,48,134,7.35,2.54,1.54,4.32
2020/08,31,2531,1435,1095,1,20.18,63.47,16.34,221,90,54,129,7.12,2.9,1.74,4.16
2020/09,30,2205,1246,957,2,16.71,68.54,14.73,160,79,46,97,5.33,2.63,1.53,3.23
2020/10,31,2315,1281,1032,2,18.6,66.27,15.11,192,84,57,130,6.19,2.7,1.83,4.19
2020/11,30,2070,1272,795,3,17.35,68.3,14.33,138,77,45,92,4.59,2.56,1.5,3.06
2020/12,31,2184,1289,892,3,18.72,65.24,16.03,167,82,54,112,5.38,2.64,1.74,3.61
2021/01,31,2315,1369,945,1,16.19,69.73,14.07,153,77,50,102,4.93,2.48,1.61,3.29
2021/02,28,1042,453,588,1,17.85,68.53,13.6,105,72,38,77,3.75,2.57,1.35,2.75
2021/03,31,944,242,701,1,15.4,69.32,15.26,108,59,39,67,3.48,1.9,1.25,2.16
2021/04,30,787,215,569,3,14.93,70.82,14.23,85,52,31,51,2.83,1.73,1.03,1.7
