DateYYYYMM;DaysInMonth;TotalPosts;RemainingPosts;AnsweredRate;FlairsWhoAnswered;FlairAnsweredQuestions;AvgFlairsWhoAnsweredPerDay;AvgFlairAnswersPerDay;Under2TotalPosts;Under2RemainingPosts;Under2AnsweredRate;Under2FlairsWhoAnswered;Under2FlairAnsweredQuestions;Under2AvgFlairsWhoAnsweredPerDay;Under2AvgFlairAnswersPerDay;Over1TotalPosts;Over1RemainingPosts;Over1AnsweredRate;Over1FlairsWhoAnswered;Over1FlairAnsweredQuestions;Over1AvgFlairsWhoAnsweredPerDay;Over1AvgFlairAnswersPerDay;Over10TotalPosts;Over10RemainingPosts;Over10AnsweredRate;Over10FlairsWhoAnswered;Over10FlairAnsweredQuestions;Over10AvgFlairsWhoAnsweredPerDay;Over10AvgFlairAnswersPerDay;Over100TotalPosts;Over100RemainingPosts;Over100AnsweredRate;Over100FlairsWhoAnswered;Over100FlairAnsweredQuestions;Over100AvgFlairsWhoAnsweredPerDay;Over100AvgFlairAnswersPerDay;Over1000TotalPosts;Over1000RemainingPosts;Over1000AnsweredRate;Over1000FlairsWhoAnswered;Over1000FlairAnsweredQuestions;Over1000AvgFlairsWhoAnsweredPerDay;Over1000AvgFlairAnswersPerDay
2019/07;31;54;52;46.15;22;17;0.7;0.54;1;0;NaN;0;0;0;0;12;12;16.66;2;1;0.06;0.03;27;26;38.46;11;7;0.35;0.22;8;8;87.5;9;6;0.29;0.19;6;6;83.33;6;3;0.19;0.09
2019/08;31;49;48;62.5;23;19;0.74;0.61;0;0;NaN;0;0;0;0;8;7;42.85;2;2;0.06;0.06;29;29;62.06;11;9;0.35;0.29;6;6;50;3;3;0.09;0.09;6;6;100;9;5;0.29;0.16
2019/09;30;42;41;46.34;9;10;0.3;0.33;0;0;NaN;0;0;0;0;8;8;12.5;0;0;0;0;27;26;46.15;9;10;0.3;0.33;4;4;75;0;0;0;0;3;3;100;0;0;0;0
2019/10;31;40;40;47.5;11;7;0.35;0.22;0;0;NaN;0;0;0;0;9;9;22.22;1;1;0.03;0.03;20;20;45;7;3;0.22;0.09;7;7;57.14;2;2;0.06;0.06;4;4;100;2;1;0.06;0.03
2019/11;30;36;35;48.57;12;13;0.4;0.43;1;0;NaN;0;0;0;0;8;8;37.5;3;3;0.1;0.1;16;16;18.75;3;3;0.1;0.1;7;7;100;6;4;0.2;0.13;4;4;100;2;3;0.06;0.1
2019/12;31;47;44;56.81;19;18;0.61;0.58;1;1;0;0;0;0;0;6;6;16.66;1;1;0.03;0.03;27;24;54.16;8;9;0.25;0.29;10;10;80;6;5;0.19;0.16;3;3;100;4;3;0.12;0.09
2020/01;31;37;36;38.88;8;8;0.25;0.25;1;1;0;0;0;0;0;4;4;25;1;1;0.03;0.03;25;24;37.5;5;5;0.16;0.16;7;7;57.14;4;2;0.12;0.06;0;0;NaN;0;0;0;0
2020/02;29;38;38;44.73;11;8;0.37;0.27;1;1;0;0;0;0;0;1;1;0;0;0;0;0;27;27;37.03;5;4;0.17;0.13;7;7;71.42;2;2;0.06;0.06;2;2;100;4;2;0.13;0.06
2020/03;31;35;32;56.25;14;12;0.45;0.38;0;0;NaN;0;0;0;0;9;7;28.57;2;1;0.06;0.03;22;21;61.9;10;9;0.32;0.29;3;3;66.66;2;1;0.06;0.03;1;1;100;1;1;0.03;0.03
2020/04;30;35;34;44.11;10;9;0.33;0.3;0;0;NaN;0;0;0;0;7;7;28.57;1;1;0.03;0.03;19;18;50;5;5;0.16;0.16;8;8;37.5;5;3;0.16;0.1;1;1;100;0;0;0;0
2020/05;31;39;38;44.73;13;12;0.41;0.38;1;0;NaN;0;0;0;0;10;10;40;4;2;0.12;0.06;19;19;42.1;5;6;0.16;0.19;9;9;55.55;4;4;0.12;0.12;0;0;NaN;0;0;0;0
2020/06;30;35;33;39.39;12;11;0.4;0.36;1;0;NaN;0;0;0;0;9;8;37.5;2;3;0.06;0.1;16;16;25;5;4;0.16;0.13;6;6;50;3;1;0.1;0.03;3;3;100;3;3;0.1;0.1
2020/07;31;33;32;53.12;11;8;0.35;0.25;1;1;100;0;0;0;0;4;3;33.33;1;1;0.03;0.03;18;18;27.77;3;2;0.09;0.06;5;5;100;3;2;0.09;0.06;5;5;100;5;3;0.16;0.09
2020/08;31;31;31;54.83;19;15;0.61;0.48;0;0;NaN;0;0;0;0;1;1;0;0;0;0;0;18;18;38.88;5;6;0.16;0.19;8;8;75;9;5;0.29;0.16;4;4;100;5;4;0.16;0.12
2020/09;30;19;19;57.89;7;6;0.23;0.2;0;0;NaN;0;0;0;0;1;1;0;0;0;0;0;9;9;55.55;4;3;0.13;0.1;9;9;66.66;3;3;0.1;0.1;0;0;NaN;0;0;0;0
2020/10;31;50;49;61.22;21;21;0.67;0.67;2;2;0;0;0;0;0;10;10;30;2;2;0.06;0.06;27;26;65.38;13;14;0.41;0.45;8;8;87.5;5;4;0.16;0.12;3;3;100;3;1;0.09;0.03
2020/11;30;40;40;42.5;12;11;0.4;0.36;1;1;0;0;0;0;0;9;9;44.44;3;2;0.1;0.06;22;22;22.72;2;2;0.06;0.06;4;4;100;4;4;0.13;0.13;4;4;100;4;3;0.13;0.1
2020/12;31;35;32;59.37;20;16;0.64;0.51;0;0;NaN;0;0;0;0;5;4;0;0;0;0;0;20;18;55.55;8;8;0.25;0.25;6;6;83.33;6;4;0.19;0.12;4;4;100;6;4;0.19;0.12
